textOriginal,processed_text,label
Maunya rama yg mati. Knp jadi danang🙂,rama yg mati knp danang,0
ror,ror,0
"Maaf, Berpulang nya Husnul khatimah kan?🙏",maaf pulang nya husnul khatimah,0
"Dongeng orang govlok,gua nonton khw karena seru dengerin khayalan orang govlok,sumpah ya gua paling ngakak kalo ada cerita kek ginian, geli, seumur hidup mana bisa jin nyakitin MANUSIA,,.. satu kata kalo ada orang percaya sama dongeng kek ginian TOLOL",dongeng orang govlokgua nonton khw seru dengerin khayal orang govloksumpah ya gua ngakak kalo cerita kek ginian geli umur hidup jin nyakitin manusia kalo orang percaya dongeng kek ginian tolol,0
"Bagi yang tempatnya katanya angker sini share Ama gua,tempat horor nya gua ludahin, ditempat angker bukannya takut malah gatel pengen nonjok yang katanya setan😂😂",angker share ama guatempat horor nya gua ludahin angker takut gatel ken nonjok setan,0
"Tau banget gunung ini tapi jarang denger cerita"" gunung ini sehoror ini ,",tau banget gunung jarang denger cerita gunung horor,0
"ya Allah sabar banget ya mereka sama rama, gue kalau jadi Arum udah gue lakban tu rama😔 19:20",ya allah sabar banget ya rama gue arum udah gue lakban tu rama 1920,0
Kesel banget sama rama yang gk bisa jaga ucapan 😭,kesel banget rama gk jaga,0
rama tipe teman yang wajib buat dijauhin,rama tipe teman wajib dijauhin,0
25:14 😂,2514,0
kann itu ssaaaayaaa😮😮,kann ssaaaayaaa,0
"1:26 1:26 1:26 1:26 1:27 1:27 1:27 1:28 1:28 1:30 1:31 1:32 1:32 1:32 1:32 1:33 1:33 1:33 1:34 1:34 1:34 1:34 1:35 1:35 1:35 1:35 1:35 1:36 1:36 1:36 1:37 1:37 1:37 1:38 1:38 1:38 1:38 1:39 1:39 1:39 1:39 1:40 1:40 1:40 1:40 
di kalian Jam berapab",126 126 126 126 127 127 127 128 128 130 131 132 132 132 132 133 133 133 134 134 134 134 135 135 135 135 135 136 136 136 137 137 137 138 138 138 138 139 139 139 139 140 140 140 140 jam berapab,0
"1:26 1:26 1:26 1:26 1:27 1:27 1:27 1:28 1:28 1:30 1:31 1:32 1:32 1:32 1:32 1:33 1:33 1:33 1:34 1:34 1:34 1:34 1:35 1:35 1:35 1:35 1:35 1:36 1:36 1:36 1:37 1:37 1:37 1:38 1:38 1:38 1:38 1:39 1:39 1:39 1:39 1:40 1:40 1:40 1:40 
di kalian Jam berapa",126 126 126 126 127 127 127 128 128 130 131 132 132 132 132 133 133 133 134 134 134 134 135 135 135 135 135 136 136 136 137 137 137 138 138 138 138 139 139 139 139 140 140 140 140 jam,0
tolong ngggghg 1:07 bercanda😊,tolong ngggghg 107 canda,0
Akurikusbokep,akurikusbokep,0
Argopuro!!!,argopuro,0
"SUMPAH RAMA NYEBELIN, di gunung ngomong sembarangan",sumpah rama nyebelin gunung ngomong sembarang,0
"""Kan itu saya""",,0
"Lain kali gak usah ajak-ajak si Rama, klo perlu block smua akses komunikasinya",kali gak ajakajak si rama klo block smua akses komunikasi,0
gunung bromo?,gunung bromo,0
rama udah sotoy sompral ngeselin bgt,rama udah sotoy sompral ngeselin bgt,0
ga suka cowo sompral macem rama,ga suka cowo sompral macem rama,0
Kisah horor di gunung emang selalu the best,kisah horor gunung emang the best,0
Alfatihah utk Danang 😢😢,alfatihah utk danang,0
woi si Budi greget gw 🫵🏻😭,woi si budi greget gw,0
Yang lebih pantes buat kena si rama sih daripada si nisa. dia yang ga bisa jaga mulut dari awal,pantes kena si rama sih si nisa ga jaga mulut,0
rama caper,rama caper,0
Gunung arjuno?,gunung arjuno,0
"kenapa gk rama aja yg mati yakan? kesel bgd sama si rama, penasaran sama muka aslinya",gk rama aja yg mati yakan kesel bgd si rama penasaran muka asli,0
yg d cerita ni Danang apa orng yg tau kisah ne.,yg d cerita ni danang orng yg tau kisah ne,0
"gereget sama si rama, dasar egois🖕🙂",gereget si rama dasar egois,0
Salut banget sama si danang dia baik banget,salut banget si danang banget,0
"Mulut yg paling songong sok jago tapi paling penakut. Rama semoga kamu bisa jdi org yg lebih baik lg ya jngan jdi org yg keras kepala & egois jngan gara"" mulutmu ada korban",mulut yg songong sok jago takut rama moga jdi org yg lg ya jngan jdi org yg keras kepala egois jngan gara mulut korban,0
kok gue emosi sama rama ya😅,gue emosi rama ya,0
Kesel banget sama si rama,kesel banget si rama,0
"ke egois an rama hampir sama kaya s Robi ""dhot design""
(cmiiw)",egois an rama kaya s robi dhot design cmiiw,0
Sumpah kesel banget klo punya tmn modelan kyk si rama,sumpah kesel banget klo tmn model kyk si rama,0
Dngrin cerita ini gw paling benci sama si rama. Mulutnya sompral gk mikirn yg laen jg kena dampaknya.tinggalin aja tmn kyk gtu nyusahiN,dngrin cerita gw benci si rama mulut sompral gk mikirn yg laen jg kena dampaknyatinggalin aja tmn kyk gtu nyusahin,0
"20:10 sumpah paling benci sama teman kayak si Rama kalau lg dlm keadaan genting,aku klau udh gitu mau gimanapun nggk akan mau bepergian lg sama tmn begitu",2010 sumpah benci teman kayak si rama lg dlm gentingaku klau udh gitu gimanapun nggk pergi lg tmn,0
Rama tipe cowo yg butuh dijitak,rama tipe cowo yg butuh jitak,0
takziah for danang😢,takziah for danang,0
Awal aku kenal ka Nadia dari cerita serba pendakian gunung ❤,kenal ka nadia cerita serba daki gunung,0
"semoga Danang tenang di sisi allah, ga nyangka bnget Danang meninggal cowok green flag yang mau jaga cewek"" pas ke gunung🥺 Danang, thank you for being willing to look after the girls in the tent until you want to sleep together in the tent to look after the girls.",moga danang tenang sisi allah ga nyangka bnget danang tinggal cowok green flag jaga cewek pas gunung danang thank you for being willing to look after the girls in the tent until you want to sleep together in the tent to look after the girls,0
"Long time no watch KHW, finally setelah selama ramadhan sibuk kuliah sm kerja, mana libur kuliah tu h-3 lebaran, tugas numpuk, akhirnya bisa nnton KHW lagiiii!!!!❤❤❤❤",long time no watch khw finally ramadhan sibuk kuliah sm kerja libur kuliah tu h3 lebaran tugas numpuk nnton khw lagiiii,0
"Tebak tebak buah manggis, kayaknya gw tau gunung yg di maksud dari clue Padang Savana, maybe",tebak tebak buah manggis kayak gw tau gunung yg maksud clue padang savana maybe,0
"Sebelum ngomel, saya mau kirimkan Al Fatihah buat Danang yang sdh berpulang.  
Pendaki recehan memang ga layak naik gunung karena pengalaman dan wawasannya secuil sombongnya selangit dan banyak mulut. Pendaki sejati ga banyak omong dan menghormati kearifan lokal walau tidak sesuai keyakinannya apalgi kalau sadar betas kemampuannya. SI Rama ini contohnya, ulahnya bikin masalah tapi bebal dan belajar dari pengalaman. Seperti biasa yg paling tengil sok berani itulah yg paling pengecut dan culas. Larilah terkencing-kencing. Model egois dan paling  mungkin mengorbankan kawan. Modelan kaya gini redflag bahkan buat sekedar jadi teman. Tipe org ga tanggungjawab, jadi suami aja ga layak karena ga bertanggungjawab. Bayangkan ada temannya ada yg lemah malah ditinggal tanpa tanggungjawab.",ngomel kirim al fatihah danang sdh pulang daki receh ga layak gunung alam wawas cuil sombong langit mulut daki sejati ga omong hormat arif lokal sesuai apalgi sadar betas si rama contoh ulah bikin bebal ajar alam yg tengil sok berani yg kecut culas lari terkencingkencing model egois korban kawan model kaya gin redflag dar teman tipe org ga tanggungjawab suami aja ga layak ga bertanggungjawab bayang teman yg lemah tinggal tanggungjawab,0
Rip danang 🥺🙏🏻,rip danang,0
rama thololll,rama thololll,0
kanadd suka bagtt khw tentang gunung,kanadd suka bagtt khw gunung,0
"Kasian banget danang padahal dia yg paling care sama teman teman pdhal baru ketemu pertama kali ,dan juga pertemuan pertama dan pertemuan terakhir 😢😢",kasi banget danang yg care teman teman pdhal ketemu kali temu temu,0
Aku jadi arum ga bakal ku ajak ramaa mines attitude,arum ga ku ajak ramaa mes attitude,0
Innalillahi wainnailaihi rojiun doa untuk danang🙏,innalillahi wainnailaihi rojiun doa danang,0
Ak sampai apal dengan omongan mbak nadia 😅😅👻,ak apal omong mbak nadia,0
rama sompral banget ya Allah,rama sompral banget ya allah,0
"rama hama bgt amj, kok ada ya yg mau temenan sm dia",rama hama bgt amj ya yg temenan sm,0
Rama NIH ngeselin bet njir gamau temenan Lagi ama dia dehhh buang jauh,rama nih ngeselin bet njir gamau temenan ama dehhh buang,0
"Apaan sh rama , temen macam apa 21:34",sh rama temen 2134,0
RAMA JADIIN TUMBAL AJA,rama jadiin tumbal aja,0
DUHH GREGET BGT AMA SI RAMA👊🏻👊🏻,duhh greget bgt ama si rama,0
"malah ngerepotin danang sama orang tuanya gasih jadinya😢 apalagi si rama ngeselin banget, udah dewasa ga punya sikap sopan di tempat seperti itu, tapi aku juga sedih ternyata danang udah berpulang, kita doakan danang ke tuhan yme🤲",ngerepotin danang orang tua gasih si rama ngeselin banget udah dewasa ga sikap sopan sedih nyata danang udah pulang doa danang tuhan yme,0
Iya plsss😢,iya plsss,0
Gitu aja mayah sombong amat,gitu aja mayah sombong,0
"1:17  engga ah mndng , glamping di tempt asri",117 engga ah mndng glamping tempt asri,0
Bromo pasti,bromo,0
Al-fatihah🤲🤲🤲 buat Mas Danang semoga d terima amal ibadah. Nya d berikan tempat terbaik d sisi Allah SWT Aamiin yrb🤲🤲🤲,alfatihah mas danang moga d terima amal ibadah nya d ikan d sisi allah swt aamiin yrb,0
gedek bgt sma rama ih,gedek bgt sma rama ih,0
"Kalau ketemu pocong ambil tanah pasir bacain bismillah lempar kearah pocong, Kunti, banaspati, genderuwo",ketemu pocong ambil tanah pasir bacain bismillah lempar arah pocong kunti banaspati genderuwo,0
Trending wak🎉,trending wak,0
"Rama ini gak usah d ajak lagi kalok mendaki... kebanyakan becanda, uda situasi gitu...",rama gak d ajak kalok daki becanda uda situasi gitu,0
geramyee aku liat sii rama😞🙏🏻,geramyee liat sii rama,0
Tidak pernah ceritanya serem,cerita rem,0
Klo gw punya temen kek rama dh gw unfriend trs gw tinggalin d gunung sih,klo gw temen kek rama dh gw unfriend trs gw tinggalin d gunung sih,0
Rama ngeyel bgt di bilang greget banget sama ni Rama,rama ngeyel bgt bilang greget banget ni rama,0
Padang safanah?,padang safanah,0
"Danang baik bangettt,Al-fatihah untuk  Danang semoga beliau di tempatkan di sisi ALLAH aminn",danang bangetttalfatihah danang moga beliau sisi allah aminn,0
"rama anj, nyebelin",rama anj nyebelin,0
ini selama nonton kesel bngt sama rama weee,nonton kesel bngt rama weee,0
"Jujur Kak Nad, ini nonton kedua sambil makan. Soalnya nonton pertama sambil rebahan, malah ketiduran.",jujur kak nad nonton makan nonton rebah tidur,0
"Pendakian Gunung Gede Pangrango resmi ditutup sementara mulai Rabu, 25 Desember 2024, hingga 31 Maret 2025pendakian Gunung Gede-Pangrango sebagai upaya untuk pemulihan ekosistem di sepanjang jalur pendakian",daki gunung gede pangrango resmi tutup rabu 25 desember 2024 31 maret 2025pendakian gunung gedepangrango upaya pulih ekosistem jalur daki,0
ak juga punya cerita horor di gunung gede pangrango tp via cibodas hehe,ak cerita horor gunung gede pangrango tp via cibodas hehe,0
INIMAH pendakian Gunung Gede-Pangrango. SOALNYA DI BERITA sebagai upaya untuk pemulihan ekosistem di sepanjang jalur pendakian. TEMPATNYA PERSIS DI BANDI,inimah daki gunung gedepangrango berita upaya pulih ekosistem jalur daki persis bandi,0
iya gunung gede Pangrango ini tapi tahun brp ya?,iya gunung gede pangrango brp ya,0
udah tau ditutup malah keras kepala ttp muncak. gunung gaakan kemana kali 😂 buat org repot aja ni rombongan kecuali danang,udah tau tutup keras kepala ttp muncak gunung gaakan kali org repot aja ni rombong kecuali danang,0
💗,,0
plot twist nya💀☠️,plot twist nya,0
RAMA ANJ 😡,rama anj,0
"Kalok gw jadi danang ogah gw nemenin 
Apalagi nemenin tipe orang kek rama",kalok gw danang ogah gw nemenin nemenin tipe orang kek rama,0
"Ini semua gara"" temennya terutama si rama. Udah tau dilarang tetap aja mendaki, akhirnya danang yang kena imbasnya",gara temennya utama si rama udah tau larang aja daki danang kena imbas,0
Demi Allah q kesel sama si rama ini sok tau banget orangnya bnyak gaya,allah q kesel si rama sok tau banget orang bnyak gaya,0
Udah di paling bener main di 𝑴𝑨𝑵𝑫𝑨𝑳𝑰𝑲𝑨77!.,udah bener main 77,1
Top markotop dah sama pelayanan 𝘔𝘈𝘕𝘋𝘈𝘓𝘐𝘒𝘈77.,top markotop dah layan 77,0
Buset ♥M♥A♥N♥D♥A♥L♥I♥K♥A♥7♥7♥ ternyata semudah itu yah.,buset mandalika77 nyata mudah yah,0
Buset ＭＡＮＤＡＬＩＫＡ７７ keluarin promo bagus banget.,buset keluarin promo bagus banget,0
bosan?main di 𝑴𝑨𝑵𝑫𝑨𝑳𝑰𝑲𝑨77 tidak membuat kamu bosan.,bosanmain 77 bosan,1
Wede di █▓▒▒░░░MANDALIKA77░░░▒▒▓█ cepet banget.,wede mandalika77 cepet banget,0
"Gokil banget sih █▓▒▒░░░MANDALIKA77░░░▒▒▓█,selalu bagi bagi hadiah!.",gokil banget sih mandalika77selalu hadiah,0
yang ragu pasti belum join di ḾÁŃDÁĹíḰÁ77.,ragu join d 77,0
Pengalaman aku menang besar cuman di 【M】【A】【N】【D】【A】【L】【I】【K】【A】【7】【7】.,alam menang cuman mandalika77,1
Jalanin aja seperti kamu menjalani kebahagiaan di 𝑴𝑨𝑵𝑫𝑨𝑳𝑰𝑲𝑨77.,jalanin aja jalan bahagia 77,0
10:02 Surya kencana ya kak nad,1002 surya kencana ya kak nad,0
Nama gunungnya surya kencana kak?,nama gunung surya kencana kak,0
Gokil sih 𝑴𝑨𝑵𝑫𝑨𝑳𝑰𝑲𝑨77 bonus nya gk pernah berhenti.,gokil sih 77 bonus nya gk henti,0
"Yakin banget sih di 𝙈𝘼𝙉𝘿𝘼𝙇𝙄𝙆𝘼77,terbaik!.",banget sih 77terbaik,0
"Aku selama ini main di 𝙈𝘼𝙉𝘿𝘼𝙇𝙄𝙆𝘼77 selalu win, terbaik!.",main 77 win,1
Aku spi-n pecah mulu di MANDALIKA77.,spin pecah mulu mandalika77,1
"Gila sih 𝙈𝘼𝙉𝘿𝘼𝙇𝙄𝙆𝘼77,Pelayanan nya terbaik!.",gila sih 77pelayanan nya,0
"wede 50jt cepet banget prosesnya,MANDALIKA77.",wede 50jt cepet banget prosesnyamandalika77,0
𝕄𝔸ℕ𝔻𝔸𝕃𝕀𝕂𝔸77 emang tergokil sih.,77 emang tergokil sih,0
Rama ngeselin anjir,rama ngeselin anjir,0
"Ka nadia itu yang tadi kaka buang apa?,cicak tah?",ka nadia kaka buang apacicak tah,0
wah rama bego bgt,rama bego bgt,0
si rama meni sompral,si rama meni sompral,0
"bilangin ke si arum lain kali kalau mau berpetualang lagi gak usah ajak si Rama, ada Rama kek bawa sial njir",bilangin si arum kali tualang gak ajak si rama rama kek bawa sial njir,0
Sekarang hari hari ku ditemani oleh cerita kak Nadia,ku tani cerita kak nadia,0
kenapa ga si rama aja yg meninggal nyebelin bngt soalnya,ga si rama aja yg tinggal nyebelin bngt,0
"semuanya egois kecuali danang, udah tau gunung di tutup masih aja ngeyel di daki, kena batunya sendiri kan.",egois kecuali danang udah tau gunung tutup aja ngeyel daki kena batu,0
"Rama,, anj**gg",rama anjgg,0
Di menit 26.15 daun jatuh darimana kak?,menit 2615 daun jatuh darimana kak,0
"Nadia is really cool, she just uploaded this video four or four days ago. 130 RB 😯😯😲😲😳😳😮",nadia is really cool she just uploaded this video four or four days ago 130 rb,0
"Astaga, ramai banget komentar soal ✳M̲A̲N̲D̲A̲L̲I̲K̲A̲7̲7̲✳️. Musti cek nih.",astaga ramai banget komentar mandalika77 musti cek nih,0
Kaget bgtt pas denger kabar danang meninggal☹️,kaget bgtt pas denger kabar danang tinggal,0
Mulut rama lemes bgtt yaa pasti mereka di ganggu ggra mulut dia yg kelewatan. Bercanda sih bercanda jan juga di hutan. Karna kita gatau penunggu disana bisa marah.,mulut rama lemes bgtt yaa ganggu ggra mulut yg canda sih canda jan hutan karna gatau tunggu marah,0
"Nggak nyesel ikut saran teman, ✌✳⛓♓◼‍♂☸✳⛲‍♂ ♋♋✌ mantap!",nggak nyesel saran teman mantap,0
RAMA ANJJJ KESEL BANGET COKKK 😭😭😭👊🏻,rama anjjj kesel banget cokkk,0
"rules 1

jangan ngedaki sama orang egois",rules 1 ngedaki orang egois,0
Mantul! Layanan ♣♌✝♑✍✝♑♋⚾⚾⚧⚧♣ bikin puas.,mantul layan bikin puas,0
"Ini sih wajib dicoba, ✌ᴍᴀɴᴅᴀʟɪᴋᴀ6⃣6⃣✌ nggak main-main!",sih wajib coba 66 nggak mainmain,1
"Sekali coba, langsung kelar urusan, thanks ✌ᴍᴀɴᴅᴀʟɪᴋᴀ⛈⛈✌!",coba langsung kelar urus thanks,0
"Auto jadi topik pembicaraan, ✌⚙♋☕☂☎❤⏸‍♀☎ ➗➗✌ emang keren.",auto topik bicara emang keren,0
0:55 0:57 0:57 0:57 0:58 0:58 0:58 0:59 0:59 0:59 0:59 1:00 1:00 1:00 1:00 1:01 1:01 1:07 1:08 1:09 1:11 1:11 1:11 1:11 1:12 1:12 1:12 1:12 1:12 1:13 1:13,055 057 057 057 058 058 058 059 059 059 059 100 100 100 100 101 101 107 108 109 111 111 111 111 112 112 112 112 112 113 113,0
"Nggak nyesel ikut saran teman, ✌☂⚪☔♍㊗⚪✍⁉㊗ ⚡⚡✌ mantap!",nggak nyesel saran teman mantap,0
Rama beban bgt dah mulutnya..ngeselin.. jgn ditemenin lagi wak arum,rama beban bgt dah mulutnyangeselin jgn ditemenin wak arum,0
"Wah, di channel lain juga banyak yang sebut ♣❌↔♟‍⚖↔Ⓜ‍⚖‍⚖↖⚧⚧♣.",channel,0
"Serius deh, ♣❌ＭＡＮＤＡＬＩＫＡ❎❎❌♣ bikin semuanya jadi lebih mudah.",serius deh bikin mudah,0
Bacot banget si rama,bacot banget si rama,0
"Gunung yang campnya Padang Savana itu batas vegetasi Mahameru, sama alun² surken gn gede😂",gunung campnya padang savana batas vegetasi mahameru alun surken gn gede,0
Si danaangg meninggalnyaa kenapaa???😢😢,si danaangg meninggalnyaa kenapaa,0
"ehh kok ada nama kuuu si ""Arum"" 😮😮",ehh nama kuuu si arum,0
Ka naddd,ka naddd,0
Pengin ngatain rama,pengin ngatain rama,0
tipe kek rama harus di cutt off sih dri pertemanan,tipe kek rama cutt off sih dri teman,0
gedeg kali aku sama si rama,gedeg kali si rama,0
"Serius deh, ♣⏺ＭＡＮＤＡＬＩＫＡ↔↔⏺♣ bikin semuanya jadi lebih mudah.",serius deh bikin mudah,0
"Nggak nyesel ikut saran teman, ✌⬇⏲❄✝☔⚽☸☀☔ ❤❤✌ mantap!",nggak nyesel saran teman mantap,0
Akhirnya paham kenapa semua orang ramein ♣♎⁉⚽⛔⁉♎⬆⚙♋♎♎♣.,paham orang ramein,0
"Semua bahas ♣2⃣⏏❌1⃣⏏⛳❌✳⚜♥♥♣, jadi ikutan merapat nih.",bahas 21 rapat nih,0
"Wih, ✌2⃣☀⌚▪⚜⛲⏺♥⚜ ✊✊✌ lagi booming ya, banyak yang bahas.",wih 2 booming ya bahas,0
"Iket aja rama di pohon besar, biar di temenin mbak kun dan pak poci",iket aja rama pohon biar temenin mbak kun poci,0
Aturan pendaki ialah jangan meninggalkan rombongan tapi rama egois sumpah rama lu sampah pendaki,atur daki tinggal rombong rama egois sumpah rama lu sampah daki,0
